State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
FL,1994,2185.0,0,807.0,Masonry,8,395533.0,5000,Rural,38.0,False,True,28.3,25.7,9.0,353929.0,1.072,21.0,85.9,4.5,64.0,27.5,Poor,4.0,Low,32,41604.0,False,Very High,5030.86,1,8167.41
CO,2016,1536.0,1,618.0,Frame,8,459263.0,2000,Urban,5.0,False,True,6.3,37.8,85.0,526676.0,0.298,40.4,54.2,13.1,50.0,16.6,Poor,7.0,Low,10,0.0,False,High,2236.85,0,0.0
TX,1991,2690.0,0,774.0,Frame,8,605945.0,2000,Rural,5.0,False,False,3.0,0.5,79.0,683969.0,0.706,31.3,34.5,11.8,72.0,5.7,Poor,5.0,Low,35,0.0,False,Moderate,1005.2,0,0.0
WA,2022,2505.0,0,677.0,Fire Resistive,1,290338.0,500,Suburban,36.0,True,False,19.8,28.8,4.0,270523.0,0.253,58.1,60.6,5.7,49.0,30.6,Fair,2.0,Low,4,19815.0,False,Very High,3904.47,3,7642.9
MA,1958,2739.0,0,700.0,Frame,4,624001.0,1000,Urban,1.0,True,False,4.1,25.1,30.0,547354.0,0.478,72.1,63.4,5.8,95.0,10.7,Good,2.0,Low,68,76647.0,True,Low,902.63,1,724.16
LA,1999,2038.0,0,606.0,Masonry,4,440083.0,1000,Urban,24.0,True,False,13.5,0.5,11.0,434498.0,0.652,22.9,54.3,33.9,94.0,5.8,Fair,1.0,Moderate,27,5585.0,False,High,2032.81,0,0.0
NY,1998,2095.0,0,691.0,Fire Resistive,2,296044.0,500,Suburban,5.0,False,True,4.3,5.7,43.0,324323.0,0.597,15.2,86.4,6.8,93.0,34.6,Good,0.0,Moderate,28,0.0,False,Low,569.17,0,0.0
OK,2022,1375.0,0,701.0,Masonry,8,609378.0,1000,Urban,27.0,False,True,15.6,0.5,23.0,605345.0,0.034,75.2,62.3,0.1,59.0,29.8,Poor,4.0,Moderate,4,4033.0,False,Moderate,1919.75,2,2452.91
CO,1988,1633.0,0,703.0,Masonry,7,555172.0,2000,Urban,21.0,False,True,13.6,45.8,49.0,620361.0,1.184,37.7,73.0,9.9,70.0,31.1,Poor,1.0,Low,38,0.0,False,High,2433.42,0,0.0
OK,2010,2722.0,0,722.0,Frame,10,624853.0,500,Rural,12.0,False,False,9.2,15.1,60.0,634552.0,0.04,33.9,78.3,2.8,45.0,30.4,Fair,3.0,Moderate,16,0.0,False,High,2578.96,1,1266.34
CA,1960,2402.0,1,700.0,Frame,10,794899.0,1000,Urban,17.0,False,True,9.7,46.4,120.0,797030.0,1.022,72.2,20.4,22.9,40.0,18.2,Good,0.0,Low,66,0.0,True,Very High,5593.86,1,13496.98
NY,1953,2257.0,0,700.0,Masonry,8,1101739.0,2000,Suburban,12.0,True,True,6.3,3.3,120.0,1147494.0,0.949,27.1,65.7,9.1,74.0,16.6,Good,3.0,Low,73,0.0,False,Moderate,1694.23,3,6788.71
CA,2003,2894.0,0,700.0,Fire Resistive,9,501401.0,1000,Urban,27.0,False,False,17.3,47.7,8.0,436634.0,0.217,55.4,66.6,4.3,42.0,11.2,Good,0.0,Low,23,64767.0,True,Very High,3656.87,0,0.0
NY,1950,1485.0,0,680.0,Frame,5,427746.0,1000,Rural,32.0,False,True,20.1,2.6,26.0,468114.0,0.041,30.0,49.3,4.0,98.0,33.9,Good,2.0,Low,76,0.0,False,High,2442.76,2,4661.13
FL,2014,2596.0,1,773.0,Masonry,2,458002.0,1000,Urban,9.0,False,True,5.8,15.0,2.0,494380.0,0.343,13.8,77.8,14.9,45.0,29.7,Good,2.0,Moderate,12,0.0,False,Moderate,1797.97,0,0.0
TX,1951,1551.0,1,815.0,Frame,8,412595.0,500,Rural,39.0,True,True,21.5,21.8,37.0,469325.0,2.498,61.2,82.1,4.1,66.0,12.0,Good,3.0,Moderate,75,0.0,False,Very High,4130.42,1,3315.62
CA,2000,3013.0,0,700.0,Frame,4,378252.0,1000,Urban,12.0,False,True,5.0,41.9,31.0,410060.0,0.279,27.4,66.7,4.7,56.0,11.2,Good,0.0,Low,26,0.0,True,Moderate,1235.74,0,0.0
CO,1983,2499.0,1,692.0,Frame,8,487694.0,1000,Suburban,15.0,False,False,11.7,34.0,73.0,493614.0,0.314,83.0,41.9,2.0,89.0,20.6,Good,3.0,Moderate,43,0.0,False,Moderate,1743.27,0,0.0
TX,1997,2730.0,0,673.0,Frame,8,243398.0,5000,Suburban,11.0,True,True,5.7,22.8,39.0,224151.0,0.229,77.9,22.6,3.7,96.0,29.0,Good,6.0,High,29,19247.0,False,Moderate,1058.59,0,0.0
GA,1996,1814.0,3,582.0,Frame,8,705672.0,500,Urban,35.0,False,False,22.7,15.5,12.0,701426.0,0.295,56.9,76.9,0.9,87.0,13.8,Fair,0.0,High,30,4246.0,False,Very High,7247.09,1,12215.13
CO,1982,3400.0,0,705.0,Frame,4,568288.0,1000,Suburban,24.0,True,True,16.4,49.7,104.0,601193.0,0.283,26.4,23.7,2.7,90.0,31.1,Good,3.0,Low,44,0.0,False,Very High,4106.48,3,15407.09
FL,1985,3299.0,0,802.0,Masonry,10,958282.0,1000,Rural,37.0,True,True,20.8,6.1,36.0,855799.0,0.326,5.2,65.9,24.4,92.0,11.4,Good,1.0,Low,41,102483.0,False,Very High,3782.7,1,6712.7
OK,1987,2437.0,1,529.0,Frame,10,328802.0,500,Urban,37.0,True,True,22.5,10.4,47.0,283850.0,0.945,5.9,59.0,2.2,76.0,9.5,Good,6.0,High,39,44952.0,False,Very High,4203.92,3,4194.26
CA,2000,2846.0,0,700.0,Frame,7,924642.0,2000,Urban,5.0,True,False,4.1,56.4,63.0,913773.0,1.379,76.5,64.5,1.8,83.0,16.1,Poor,0.0,Low,26,10869.0,True,High,2192.31,1,2653.5
GA,2002,2034.0,1,785.0,Frame,10,742146.0,1000,Suburban,30.0,True,False,14.3,9.2,13.0,791532.0,1.233,80.9,86.9,13.8,57.0,5.6,Good,1.0,High,24,0.0,False,High,3082.15,0,0.0
NY,1983,1502.0,0,763.0,Frame,6,315961.0,2000,Urban,25.0,False,False,15.1,19.0,25.0,292744.0,0.208,54.8,51.0,6.7,87.0,26.1,Poor,1.0,Low,43,23217.0,False,Moderate,1573.58,1,2016.43
MA,1976,2638.0,0,700.0,Frame,10,296202.0,1000,Urban,30.0,False,False,17.9,24.6,50.0,326007.0,0.452,28.2,41.9,5.3,83.0,14.6,Good,1.0,Low,50,0.0,True,High,2080.54,1,2554.78
CA,1953,1694.0,0,700.0,Masonry,8,563421.0,1000,Suburban,14.0,True,False,8.8,32.1,67.0,617045.0,0.412,51.8,63.2,1.1,99.0,7.3,Fair,0.0,Low,73,0.0,True,Moderate,1081.51,0,0.0
NY,2007,2921.0,0,710.0,Frame,5,629692.0,2000,Suburban,29.0,False,True,15.3,21.2,3.0,655565.0,0.02,69.7,88.6,0.0,74.0,21.8,Good,1.0,Moderate,19,0.0,False,High,2736.24,0,0.0
NY,1966,2776.0,0,710.0,Fire Resistive,9,690782.0,2000,Rural,1.0,False,True,3.3,0.5,27.0,688606.0,0.116,51.5,32.0,4.9,81.0,16.2,Good,2.0,Low,60,2176.0,False,Low,890.83,1,1261.98
GA,1982,2329.0,0,588.0,Frame,10,365164.0,500,Urban,33.0,False,False,22.3,16.7,4.0,323294.0,0.995,75.5,11.6,4.3,76.0,25.7,Good,2.0,Low,44,41870.0,False,Very High,6153.35,0,0.0
CO,2023,2299.0,1,808.0,Frame,7,1426171.0,2000,Suburban,27.0,False,False,19.7,29.8,7.0,1411435.0,0.02,26.8,27.7,4.6,84.0,7.6,Poor,5.0,Low,3,14736.0,False,Very High,7259.01,1,2125.47
NY,2008,2744.0,0,765.0,Frame,3,292505.0,500,Urban,33.0,True,False,20.9,25.9,54.0,271525.0,0.448,25.1,67.2,1.8,81.0,26.8,Good,2.0,Low,18,20980.0,False,High,2014.16,0,0.0
TX,1975,2351.0,0,726.0,Frame,1,819680.0,1000,Urban,30.0,False,True,18.5,32.2,9.0,818475.0,0.426,82.8,79.5,8.0,74.0,17.0,Fair,3.0,High,51,1205.0,False,Very High,3546.81,0,0.0
FL,1985,1978.0,1,778.0,Frame,2,221757.0,1000,Suburban,2.0,True,True,0.0,19.8,40.0,234582.0,0.936,81.2,23.2,3.1,45.0,23.9,Poor,1.0,Moderate,41,0.0,False,Low,892.64,0,0.0
CO,1974,1367.0,0,736.0,Fire Resistive,1,340709.0,2000,Suburban,24.0,False,True,13.8,56.5,8.0,336765.0,0.715,82.8,14.6,4.6,98.0,0.4,Fair,4.0,Low,52,3944.0,False,High,2118.91,1,1893.88
NY,1996,2727.0,1,819.0,Frame,9,721699.0,1000,Suburban,15.0,False,True,6.8,5.7,41.0,666444.0,0.226,30.3,19.5,0.0,93.0,11.3,Fair,3.0,Low,30,55255.0,False,Moderate,1240.27,0,0.0
CA,1961,2402.0,0,700.0,Frame,9,1064308.0,1000,Rural,20.0,True,True,13.1,49.2,40.0,1000925.0,0.859,30.7,10.7,3.3,53.0,31.4,Good,1.0,Low,65,63383.0,True,Very High,4347.47,1,5732.59
MA,2020,3716.0,1,700.0,Frame,6,802560.0,2000,Suburban,38.0,False,False,20.9,0.5,76.0,857236.0,0.292,13.3,28.8,1.7,87.0,31.4,Good,3.0,High,6,0.0,True,High,2721.81,0,0.0
WA,2023,2147.0,1,770.0,Masonry,6,450544.0,1000,Suburban,38.0,True,False,23.0,25.1,27.0,407211.0,1.886,70.1,35.2,5.7,66.0,22.8,Fair,1.0,Low,3,43333.0,False,High,3258.83,1,1670.07
TX,1972,2366.0,0,757.0,Masonry,8,288492.0,2000,Rural,8.0,True,True,0.0,16.3,66.0,299625.0,0.98,23.8,36.8,49.3,93.0,8.7,Good,3.0,Moderate,54,0.0,False,Moderate,1375.25,0,0.0
CO,1967,2379.0,0,715.0,Frame,10,859634.0,1000,Suburban,6.0,True,True,0.0,49.2,7.0,918231.0,0.221,9.1,42.4,9.1,40.0,10.5,Good,4.0,High,59,0.0,False,High,3450.06,1,1263.01
CA,1989,2558.0,0,700.0,Frame,6,447720.0,1000,Urban,28.0,True,False,19.0,48.4,1.0,444624.0,0.592,29.4,57.9,0.0,96.0,9.1,Fair,0.0,Moderate,37,3096.0,True,Very High,3500.04,4,4063.35
LA,1997,1668.0,0,674.0,Masonry,3,930826.0,1000,Urban,39.0,False,True,20.3,15.2,2.0,844390.0,0.634,75.4,67.6,0.0,61.0,25.7,Good,3.0,Low,29,86436.0,False,Very High,4834.82,0,0.0
FL,1997,2158.0,0,752.0,Masonry,6,812256.0,500,Suburban,4.0,False,False,0.9,7.3,7.0,895891.0,0.297,77.2,73.5,22.9,95.0,8.6,Good,1.0,Low,29,0.0,False,Moderate,1468.78,0,0.0
OK,1953,2655.0,0,765.0,Masonry,8,615396.0,1000,Urban,23.0,True,False,14.4,19.2,13.0,653067.0,0.617,46.3,70.9,0.5,91.0,6.3,Good,3.0,Low,73,0.0,False,High,2120.34,0,0.0
LA,2002,2017.0,1,837.0,Masonry,8,336906.0,5000,Urban,14.0,False,False,10.3,7.3,15.0,347772.0,0.483,8.7,69.5,44.6,52.0,34.0,Good,0.0,Moderate,24,0.0,False,High,2496.03,0,0.0
MA,1954,2635.0,0,700.0,Masonry,5,346203.0,2000,Suburban,37.0,False,False,24.3,0.5,30.0,392963.0,0.671,11.3,48.3,11.9,59.0,12.6,Poor,1.0,Low,72,0.0,True,High,2393.68,0,0.0
CA,1975,2253.0,1,700.0,Frame,2,636839.0,2000,Urban,26.0,False,False,17.4,33.0,43.0,710089.0,0.448,64.0,59.4,2.3,54.0,2.7,Poor,0.0,High,51,0.0,True,Very High,3764.76,1,6761.99
WA,2003,2421.0,0,655.0,Frame,1,522023.0,500,Suburban,36.0,False,False,21.3,39.9,95.0,483048.0,0.241,78.5,54.4,1.4,72.0,18.7,Good,0.0,Low,23,38975.0,False,Very High,4474.68,2,4758.07
TX,2015,2833.0,0,721.0,Masonry,7,1138599.0,1000,Rural,35.0,False,True,20.2,4.9,54.0,1196383.0,0.214,13.5,54.8,3.5,46.0,14.4,Good,5.0,Moderate,11,0.0,False,Very High,6377.3,1,6655.05
CA,1997,2075.0,0,700.0,Frame,4,643107.0,2000,Urban,2.0,False,False,1.2,43.5,43.0,706408.0,0.089,67.8,71.4,0.0,86.0,3.8,Good,0.0,Low,29,0.0,True,Low,989.22,0,0.0
CO,1961,1401.0,0,732.0,Fire Resistive,10,619292.0,500,Rural,14.0,False,False,10.9,49.1,78.0,631987.0,0.164,10.0,12.6,3.9,69.0,10.0,Fair,5.0,Low,65,0.0,False,High,2353.54,0,0.0
FL,2000,2054.0,0,771.0,Masonry,2,982964.0,500,Urban,26.0,False,True,14.6,22.5,41.0,853511.0,0.871,72.7,25.0,13.3,95.0,30.5,Poor,0.0,Low,26,129453.0,False,High,2993.59,1,1837.64
MA,1952,1746.0,0,700.0,Masonry,5,367510.0,1000,Urban,34.0,True,False,15.6,37.0,4.0,398808.0,0.02,68.9,39.2,0.6,68.0,25.2,Poor,2.0,Low,74,0.0,True,Very High,4735.12,2,7548.94
MA,1967,1031.0,0,700.0,Fire Resistive,6,619731.0,2000,Suburban,25.0,False,False,14.5,10.0,19.0,548245.0,0.674,57.2,40.9,0.0,69.0,16.3,Poor,1.0,Moderate,59,71486.0,True,Moderate,1813.56,1,1337.6
FL,1959,2141.0,2,653.0,Masonry,1,333848.0,1000,Suburban,4.0,True,False,6.8,3.5,22.0,363123.0,0.149,63.5,13.3,12.1,61.0,20.1,Good,2.0,Low,67,0.0,False,Moderate,1176.85,2,1498.91
GA,2022,2309.0,0,754.0,Frame,9,734626.0,1000,Suburban,15.0,True,False,5.5,0.5,15.0,794125.0,0.978,28.2,51.6,5.0,89.0,8.6,Good,1.0,Low,4,0.0,False,Moderate,1833.31,1,1289.41
FL,1977,2761.0,2,731.0,Frame,4,1000551.0,1000,Urban,32.0,True,True,23.1,0.5,3.0,1063541.0,0.539,11.2,56.8,11.5,92.0,7.3,Good,2.0,Low,49,0.0,False,Very High,6533.75,2,34906.14
CO,1991,1573.0,0,684.0,Frame,10,535399.0,1000,Urban,14.0,False,False,1.9,54.1,14.0,507207.0,0.348,40.1,50.7,6.5,85.0,0.9,Poor,7.0,Moderate,35,28192.0,False,High,2140.27,0,0.0
TX,2008,2249.0,1,763.0,Frame,3,230009.0,1000,Urban,4.0,False,True,0.0,21.2,95.0,206515.0,0.338,80.9,11.1,0.0,79.0,11.8,Good,6.0,Low,18,23494.0,False,Moderate,1039.82,1,1337.34
GA,2021,2820.0,0,746.0,Frame,6,775347.0,2000,Suburban,22.0,False,True,15.7,7.2,2.0,849821.0,0.222,82.2,84.8,2.3,68.0,9.2,Fair,1.0,Low,5,0.0,False,High,2253.49,1,766.92
TX,2023,1884.0,0,682.0,Frame,9,970946.0,1000,Urban,1.0,True,True,0.0,30.4,5.0,922695.0,0.447,8.5,12.6,6.1,94.0,9.1,Poor,8.0,High,3,48251.0,False,Moderate,1890.59,0,0.0
CA,1962,2495.0,0,700.0,Frame,10,352094.0,2000,Suburban,26.0,True,True,16.5,35.0,30.0,401746.0,0.02,34.5,57.4,5.6,44.0,24.6,Fair,0.0,Moderate,64,0.0,True,High,3198.49,1,3595.17
NY,1979,3079.0,0,750.0,Masonry,2,364242.0,2000,Suburban,18.0,False,False,11.2,0.5,33.0,382581.0,1.96,42.8,28.0,14.4,58.0,28.0,Good,1.0,Low,47,0.0,False,Moderate,1043.67,1,916.02
GA,1979,1176.0,0,549.0,Frame,9,764780.0,500,Suburban,6.0,True,True,8.1,0.5,13.0,689925.0,0.81,49.6,67.6,7.0,74.0,3.3,Fair,2.0,Moderate,47,74855.0,False,Moderate,1845.97,0,0.0
WA,2008,2350.0,1,602.0,Frame,7,324803.0,1000,Suburban,37.0,True,True,21.1,30.4,1.0,351074.0,2.396,16.6,14.1,3.0,59.0,17.0,Fair,1.0,Low,18,0.0,False,High,3228.42,0,0.0
MA,1974,2840.0,1,700.0,Masonry,2,298034.0,1000,Urban,35.0,False,True,25.7,14.2,2.0,264898.0,3.849,44.3,78.0,2.5,79.0,6.3,Fair,2.0,Low,52,33136.0,True,High,3306.79,1,1082.97
WA,1967,2007.0,0,712.0,Masonry,5,328334.0,1000,Suburban,0.0,False,False,0.0,63.9,6.0,371119.0,0.043,58.5,23.2,4.5,43.0,2.6,Poor,0.0,Moderate,59,0.0,False,Low,996.02,0,0.0
WA,2005,2963.0,1,772.0,Frame,1,402437.0,2000,Urban,20.0,True,True,12.7,42.9,42.0,356386.0,0.048,61.6,89.6,0.2,61.0,15.8,Good,0.0,Low,21,46051.0,False,Moderate,1602.79,0,0.0
CO,1986,2549.0,0,607.0,Frame,10,689149.0,1000,Urban,31.0,False,True,18.6,27.3,49.0,773056.0,0.02,41.2,13.4,12.3,90.0,22.2,Good,3.0,Low,40,0.0,False,Very High,3566.08,0,0.0
FL,2005,3173.0,0,546.0,Frame,9,528884.0,1000,Suburban,15.0,False,False,10.3,13.8,106.0,479669.0,1.297,21.7,26.7,10.2,76.0,1.1,Good,0.0,Low,21,49215.0,False,High,2369.36,1,4723.29
MA,1978,2520.0,0,700.0,Masonry,3,756856.0,500,Suburban,21.0,False,False,10.5,9.1,17.0,720776.0,0.522,26.0,48.0,10.3,70.0,28.1,Good,1.0,Low,48,36080.0,True,High,2092.32,0,0.0
LA,1986,3219.0,0,791.0,Frame,6,637526.0,2000,Suburban,34.0,False,False,20.5,16.1,11.0,719375.0,0.533,68.3,86.4,1.2,92.0,24.4,Fair,3.0,Moderate,40,0.0,False,High,2526.67,0,0.0
FL,1950,2365.0,0,743.0,Fire Resistive,7,904767.0,500,Urban,12.0,False,False,6.9,6.7,29.0,912535.0,0.921,63.2,54.0,27.8,87.0,9.4,Fair,2.0,Low,76,0.0,False,High,2814.7,1,922.26
CA,1951,1448.0,0,700.0,Fire Resistive,8,790088.0,5000,Rural,35.0,False,False,25.5,45.4,5.0,767294.0,0.299,71.7,88.2,2.9,86.0,1.6,Fair,0.0,Moderate,75,22794.0,True,Very High,5107.48,2,5482.02
MA,1950,1853.0,0,700.0,Masonry,5,299238.0,500,Urban,24.0,False,False,11.2,0.5,26.0,333716.0,0.571,82.1,81.6,2.3,54.0,10.2,Good,0.0,Moderate,76,0.0,True,Moderate,1474.73,1,1665.47
TX,1962,2760.0,1,772.0,Fire Resistive,7,421637.0,1000,Urban,2.0,True,False,0.0,27.8,20.0,412995.0,0.635,33.5,66.2,0.0,78.0,16.2,Good,6.0,Low,64,8642.0,False,Moderate,1399.39,2,659.17
GA,1975,2749.0,1,744.0,Frame,6,875972.0,1000,Suburban,28.0,True,False,15.4,0.5,3.0,985022.0,0.234,21.6,56.4,8.1,55.0,32.1,Poor,2.0,Low,51,0.0,False,Very High,4556.56,1,5489.97
TX,1953,2029.0,3,798.0,Frame,3,591483.0,2000,Suburban,19.0,True,False,11.5,14.0,78.0,658557.0,1.183,60.6,64.9,10.2,45.0,31.5,Poor,6.0,Low,73,0.0,False,High,3133.99,0,0.0
CA,1961,3192.0,0,700.0,Masonry,8,388972.0,2000,Suburban,30.0,False,True,18.4,58.4,16.0,429850.0,0.916,34.2,21.9,3.1,81.0,9.3,Good,0.0,Moderate,65,0.0,True,High,3433.39,1,3185.59
WA,2012,2005.0,0,850.0,Frame,5,416243.0,500,Suburban,28.0,False,True,15.1,19.6,120.0,427905.0,0.565,83.1,78.0,7.5,85.0,12.6,Fair,0.0,High,14,0.0,False,Moderate,1502.81,1,2731.92
TX,2013,2454.0,0,682.0,Masonry,3,728293.0,2000,Suburban,20.0,False,True,10.4,6.0,38.0,837009.0,0.044,78.5,41.5,13.8,55.0,1.7,Poor,9.0,Moderate,13,0.0,False,Moderate,1949.95,2,5870.29
TX,1971,2439.0,0,645.0,Fire Resistive,4,417242.0,1000,Suburban,13.0,True,True,8.3,13.5,65.0,453374.0,0.763,30.0,33.7,2.5,89.0,2.1,Good,2.0,Moderate,55,0.0,False,Moderate,1160.18,1,1364.31
OK,2020,1468.0,0,629.0,Frame,8,820228.0,5000,Suburban,16.0,True,True,8.9,0.5,15.0,742163.0,0.677,35.4,15.3,6.9,78.0,10.9,Good,3.0,Low,6,78065.0,False,Moderate,1733.65,1,1652.16
WA,1958,2139.0,1,694.0,Frame,7,447930.0,1000,Rural,26.0,True,False,17.5,25.6,59.0,469288.0,0.727,6.1,31.8,4.8,74.0,7.6,Good,0.0,Low,68,0.0,False,High,2309.96,3,5072.94
TX,1952,3509.0,2,726.0,Frame,10,959367.0,1000,Suburban,20.0,False,True,12.1,15.1,6.0,871462.0,1.018,48.9,25.0,4.4,42.0,24.1,Good,2.0,Moderate,74,87905.0,False,Very High,5390.61,3,9505.34
FL,1976,1693.0,0,707.0,Frame,1,829730.0,1000,Urban,8.0,True,False,3.0,9.6,44.0,737089.0,0.35,38.6,55.7,17.2,84.0,16.3,Fair,0.0,Moderate,50,92641.0,False,Moderate,1936.18,0,0.0
MA,1969,2544.0,2,700.0,Frame,5,379027.0,5000,Urban,32.0,False,True,14.1,14.3,4.0,382576.0,0.02,13.3,78.1,3.6,75.0,19.7,Good,4.0,Moderate,57,0.0,True,Very High,4358.37,0,0.0
GA,1955,1565.0,0,739.0,Masonry,5,692946.0,2000,Suburban,10.0,True,True,8.0,8.5,11.0,677715.0,0.16,37.3,84.9,1.5,58.0,33.8,Fair,2.0,Low,71,15231.0,False,Moderate,1262.23,0,0.0
NY,2012,1687.0,0,720.0,Frame,6,263302.0,1000,Rural,28.0,False,False,16.7,1.9,45.0,249224.0,0.228,27.1,59.6,18.2,68.0,31.2,Good,1.0,Low,14,14078.0,False,High,2013.98,0,0.0
TX,2022,1422.0,0,670.0,Fire Resistive,3,500368.0,1000,Suburban,26.0,False,False,19.2,10.3,27.0,464376.0,0.205,13.8,59.4,11.9,95.0,31.8,Fair,4.0,Low,4,35992.0,False,Moderate,1862.12,2,3705.7
CA,1970,2718.0,0,700.0,Masonry,7,482401.0,2000,Urban,0.0,False,False,0.0,35.6,2.0,470505.0,1.658,48.6,60.7,13.2,87.0,20.4,Good,0.0,Low,56,11896.0,True,Moderate,1141.94,1,1277.59
TX,1973,1721.0,0,565.0,Masonry,8,225802.0,1000,Rural,14.0,True,False,5.8,46.3,65.0,242430.0,1.003,18.4,89.4,7.4,93.0,10.8,Fair,6.0,Low,53,0.0,False,Moderate,1101.64,0,0.0
CA,2003,2897.0,0,700.0,Masonry,1,218713.0,2000,Rural,35.0,False,True,22.9,54.3,13.0,213445.0,0.073,68.5,64.5,14.9,77.0,26.2,Good,1.0,Low,23,5268.0,True,High,3267.33,0,0.0
LA,2019,1908.0,0,753.0,Frame,5,827981.0,5000,Suburban,26.0,False,True,16.4,2.6,47.0,761445.0,0.688,21.6,63.2,2.5,88.0,12.0,Fair,1.0,Low,7,66536.0,False,Moderate,1563.34,0,0.0
CA,1971,2270.0,0,700.0,Masonry,9,474181.0,1000,Urban,10.0,False,False,4.8,53.3,71.0,479812.0,0.716,74.7,22.8,11.1,79.0,23.1,Fair,0.0,High,55,0.0,True,Moderate,1090.91,0,0.0
NY,2000,2426.0,1,652.0,Frame,8,516572.0,2000,Suburban,14.0,True,False,8.7,10.3,2.0,550885.0,0.915,28.6,17.4,2.1,51.0,21.1,Good,2.0,Low,26,0.0,False,High,3002.07,0,0.0
LA,1951,1311.0,0,703.0,Frame,5,421731.0,500,Rural,29.0,False,False,17.6,9.2,28.0,359528.0,0.235,18.1,34.1,20.7,96.0,0.1,Good,1.0,Low,75,62203.0,False,High,2153.36,1,3972.81
CO,1991,2312.0,0,771.0,Masonry,8,848974.0,1000,Rural,9.0,True,True,6.3,54.6,8.0,829924.0,0.049,55.1,85.4,15.5,78.0,0.9,Fair,5.0,Low,35,19050.0,False,High,2516.22,0,0.0
TX,2023,2392.0,3,622.0,Frame,9,244757.0,1000,Suburban,6.0,False,False,5.9,24.9,5.0,247838.0,0.455,80.4,38.2,6.7,84.0,22.4,Good,8.0,Moderate,3,0.0,False,High,2313.37,0,0.0
MA,1985,2827.0,1,700.0,Masonry,8,702637.0,2000,Suburban,3.0,False,False,0.3,0.5,3.0,733153.0,0.097,47.9,24.1,4.2,44.0,23.5,Fair,0.0,Low,41,0.0,True,High,2917.75,3,8185.02
LA,1997,1672.0,3,789.0,Frame,10,1169703.0,2000,Rural,23.0,False,False,14.2,19.3,37.0,1148451.0,0.142,15.9,52.3,9.9,62.0,23.8,Good,1.0,High,29,21252.0,False,Very High,4302.76,2,7170.4
LA,2000,1751.0,0,850.0,Frame,10,334573.0,1000,Suburban,39.0,True,True,29.3,10.1,85.0,360484.0,0.936,23.8,72.2,1.1,45.0,31.5,Fair,3.0,Low,26,0.0,False,Very High,3670.59,1,4794.06
CA,1996,2563.0,0,700.0,Frame,2,310741.0,1000,Urban,1.0,True,True,2.8,60.0,49.0,349606.0,0.353,8.8,40.6,0.0,61.0,25.7,Good,4.0,Moderate,30,0.0,True,Moderate,1161.07,0,0.0
CA,2000,2977.0,1,700.0,Frame,1,571683.0,1000,Rural,36.0,True,False,23.5,58.5,71.0,612501.0,0.836,17.0,32.9,1.5,60.0,28.8,Fair,1.0,Moderate,26,0.0,True,Very High,6644.6,1,1979.72
GA,2015,1874.0,2,780.0,Masonry,3,643683.0,1000,Suburban,5.0,False,True,3.2,4.2,15.0,650793.0,0.3,81.3,75.6,26.4,48.0,6.2,Fair,5.0,Moderate,11,0.0,False,High,3252.46,0,0.0
FL,1950,1521.0,0,718.0,Frame,1,269688.0,2000,Suburban,29.0,True,True,22.5,6.7,8.0,291640.0,0.18,30.1,74.2,35.2,48.0,0.6,Poor,2.0,High,76,0.0,False,High,2513.6,0,0.0
FL,2015,2026.0,3,770.0,Frame,7,408908.0,500,Suburban,37.0,True,False,21.5,2.5,3.0,366573.0,0.504,65.3,17.9,3.1,74.0,6.1,Good,1.0,Low,11,42335.0,False,Very High,5410.64,2,8075.3
NY,2017,1643.0,0,803.0,Frame,3,951049.0,500,Rural,17.0,False,False,10.8,0.5,10.0,880846.0,1.744,34.9,23.3,4.3,77.0,28.9,Good,1.0,Low,9,70203.0,False,Moderate,1889.47,2,3421.48
LA,2016,2419.0,1,655.0,Frame,6,1136344.0,2000,Suburban,29.0,False,False,19.2,0.5,19.0,1114390.0,0.919,74.8,46.9,7.6,62.0,19.3,Good,2.0,Moderate,10,21954.0,False,Very High,4202.09,1,2092.64
GA,1977,1606.0,0,643.0,Masonry,5,446238.0,2000,Rural,23.0,False,False,10.9,17.7,89.0,422395.0,0.387,48.5,21.1,16.7,63.0,5.5,Good,0.0,Low,49,23843.0,False,Low,915.37,0,0.0
FL,1993,2735.0,0,649.0,Frame,3,509569.0,2000,Rural,29.0,False,False,16.8,0.5,37.0,463841.0,0.636,79.9,72.5,44.7,45.0,28.7,Fair,0.0,Low,33,45728.0,False,Very High,3758.72,1,5699.64
GA,1976,2317.0,0,703.0,Frame,5,554478.0,500,Suburban,17.0,False,True,17.7,17.8,38.0,491091.0,0.902,59.5,86.6,10.2,51.0,30.7,Good,2.0,Low,50,63387.0,False,High,2568.05,3,5940.43
